method,target_kind,episode,query_id,problem_sha256,entropy_proxy_nats_per_token,response_tokens,reward,target_kl,style_drift,style_error_sum,style_token_count,projection_alpha
Fixed global $\alpha$,projected,48,deepmath:006dc7e74a6c3850528e77c89f42357031e793700d0f5f4758cdbb3cc38bfce7,006dc7e74a6c3850528e77c89f42357031e793700d0f5f4758cdbb3cc38bfce7,0.09269040058820675,8424,1,0.0030574907400801863,0.09525022904078166,9.144021987915039,96,0.5595703125
Fixed global $\alpha$,projected,49,deepmath:006ee740e3abf3acfb855487b476f329ba01c7f442dcea89e1b62c1a84b2f82b,006ee740e3abf3acfb855487b476f329ba01c7f442dcea89e1b62c1a84b2f82b,0.10681587898870562,9497,1,0.0033910550576515754,0.1014785989683274,17.352840423583984,171,0.5595703125
Fixed global $\alpha$,projected,50,deepmath:0072530d36b2fe8963e61adb9abcf872fe99ac784e35ebdb7d493a9c9ddc8c73,0072530d36b2fe8963e61adb9abcf872fe99ac784e35ebdb7d493a9c9ddc8c73,0.20488161836321567,4526,1,0.005822506609775696,0.08470660383983325,7.877714157104492,93,0.5595703125
Fixed global $\alpha$,projected,51,deepmath:0072a410ec2ad19dff87ce7c3854f83df91a11de998171c990d6ca603379c276,0072a410ec2ad19dff87ce7c3854f83df91a11de998171c990d6ca603379c276,0.12269128132336245,8932,0,0.0031529675504552226,0.09786586520038074,15.462806701660156,158,0.5595703125
Fixed global $\alpha$,projected,52,deepmath:00757aaaa1947c28b2354d393d3d6b3997eedb797aaa9adb240d92236e4e5cbd,00757aaaa1947c28b2354d393d3d6b3997eedb797aaa9adb240d92236e4e5cbd,0.10104539468456868,10106,1,0.0031087786817579266,0.11831909570938502,18.457778930664062,156,0.5595703125
Fixed global $\alpha$,projected,53,deepmath:007584128ece78d87b2918b9c9a40bf6440654fd04dbc074f4cee50f83651029,007584128ece78d87b2918b9c9a40bf6440654fd04dbc074f4cee50f83651029,0.1112686025279035,1619,1,0.008112335804253908,0.03955210172213041,0.5141773223876953,13,0.5595703125
Fixed global $\alpha$,projected,54,deepmath:00765d46d60d516368b3882f1790d110b557b285c44e4de4bc77151a88178d01,00765d46d60d516368b3882f1790d110b557b285c44e4de4bc77151a88178d01,0.12128666710737136,10033,0,0.00370646201814503,0.12703321335163523,11.941122055053711,94,0.5595703125
Fixed global $\alpha$,projected,55,deepmath:0076d82cd80345e2fef2aa0e8075b95dc5aa7fc14bfd5309ea5a9e82b0c997de,0076d82cd80345e2fef2aa0e8075b95dc5aa7fc14bfd5309ea5a9e82b0c997de,0.09629725504668335,4214,1,0.004365003786231451,0.044933711012748824,3.280160903930664,73,0.5595703125
Fixed global $\alpha$,projected,56,deepmath:0078489488852fcf62ea236485cfb162411bdbaa4dfa7917c982e26b6f956d74,0078489488852fcf62ea236485cfb162411bdbaa4dfa7917c982e26b6f956d74,0.07001598000665205,3436,1,0.004156140155214231,0.04951412119763963,2.3271636962890625,47,0.5595703125
Fixed global $\alpha$,projected,57,deepmath:00792ef532c63549590ae6ba78dbff2fd1b98206fb3b7db8a0481c3e4dc68005,00792ef532c63549590ae6ba78dbff2fd1b98206fb3b7db8a0481c3e4dc68005,0.12561764016645152,7427,1,0.0038765679764125854,0.059223175048828125,6.099987030029297,103,0.5595703125
Fixed global $\alpha$,projected,58,deepmath:007bd5213ed53954fc9cea10022b7c2eeedd93a590a6b87867dd71396df24547,007bd5213ed53954fc9cea10022b7c2eeedd93a590a6b87867dd71396df24547,0.11036856923117157,10003,1,0.004225915745069223,0.09316187964545355,8.38456916809082,90,0.5595703125
Fixed global $\alpha$,projected,59,deepmath:007ebc494c1ba6694022a6ae814c36264169fc2670594568135ed0ecbceb69e6,007ebc494c1ba6694022a6ae814c36264169fc2670594568135ed0ecbceb69e6,0.13207384724541457,4292,0,0.004472802432196671,0.047590496665553046,4.521097183227539,95,0.5595703125
Fixed global $\alpha$,projected,60,deepmath:007f22293e9b6868f90b4c24378641097b6637f2d463c8c3e69540a9a12d779d,007f22293e9b6868f90b4c24378641097b6637f2d463c8c3e69540a9a12d779d,0.18239972567496315,5386,0,0.008678661093926433,0.06401048223656344,5.312870025634766,83,0.5595703125
Fixed global $\alpha$,projected,61,deepmath:0081b6f03c24a7151ca8a2b8dbbd8b75f6227f8068a3c43d88a3e7227583aa8c,0081b6f03c24a7151ca8a2b8dbbd8b75f6227f8068a3c43d88a3e7227583aa8c,0.15394927590073867,3830,1,0.006560365738974539,0.06789532414189091,3.6663475036621094,54,0.5595703125
Fixed global $\alpha$,projected,62,deepmath:0086c010b9d632e4f89d32600eb4f1403cb9e9e260fcaf3d01d216fae135540f,0086c010b9d632e4f89d32600eb4f1403cb9e9e260fcaf3d01d216fae135540f,0.15910287892896366,4896,1,0.003341553030836889,0.04847036997477214,4.362333297729492,90,0.5595703125
Fixed global $\alpha$,projected,63,deepmath:0087f799089ae3e7e95c866954aaf8445958600cfd429f972e0229473c455471,0087f799089ae3e7e95c866954aaf8445958600cfd429f972e0229473c455471,0.09327921937526998,4214,1,0.00504229514314614,0.06909503107485564,3.1783714294433594,46,0.5595703125
Fixed global $\alpha$,projected,64,deepmath:008bf863b4040bc64f4359e5b0b35ddec9723395cfa59765a88a066679c8357b,008bf863b4040bc64f4359e5b0b35ddec9723395cfa59765a88a066679c8357b,0.08022527051461407,2046,1,0.005713772295427054,0.1037599900189568,1.7639198303222656,17,0.5595703125
